goods_no,rank,title,subtitle,author,publisher,publish_date,discount_rate,sale_price,original_price,point,sale_index,review_count,rating
175525819,121,AI 자율학습 클로드 코드·코덱스 CLI·제미나이 CLI 완전 활용법,한 권으로 끝내는 AI 터미널 도구 3대장 바이브 코딩,Dave Lee,길벗,2026년 02월,10%,28800,32000,"1,600원",7548,25,9.6
174658020,122,요즘 바이브 코딩 안티그래비티 완벽 가이드,"구글 AI, 제미나이, 스티치, 프롬프트 엔지니어링, 인공지능 에이전트, RAG, 프론트엔드, PRD, TDD, 클린 아키텍처, 리팩터링, 챗봇, 블로그, 랜딩 페이지 더 빠르고 더 견고한 프로그램을 만드는 원리와 방법",최지호,골든래빗,2026년 02월,10%,25200,28000,"1,400원",18477,28,9.8
167719977,123,"서논술형 평가, AI로 깊이를 더하다","성취기준, 형성평가, 총괄평가, 피드백, 루브릭, 질문, 과정 중심 평가, 깊이 있는 학습, AI 비서, AI 기반 채점·피드백 플랫폼","지미정, 장희영, 권의선, 이진원, 김수경 외 1명 정보 더 보기/감추기 지미정 장희영 권의선 이진원 김수경 박범진",앤써북,2025년 12월,10%,22950,25500,"1,270원",6264,13,10.0
167452848,124,나는 오렌지3로 인공지능한다,Orange3로 데이터 분석․인공지능,"장병철, 서미란, 박지훈, 정종호",씨마스,2025년 12월,10%,20700,23000,"1,150원",5841,41,10.0
152079426,125,바로 배워서 바로 써먹는 바이브 코딩,"캔바, 구글 앱스크립트, 파이어베이스, 러버블까지, 웹 앱 개발 도구를 활용한 AI 융합 교육 가이드","박찬, 김병석, 전수연, 김지용, 구현희 외 3명 정보 더 보기/감추기 박찬 김병석 전수연 김지용 구현희 전채원 홍찬우 이상선",다빈치books,2025년 09월,10%,19800,22000,"1,100원",21045,43,10.0
140835200,126,이게 되네? 챗GPT 미친 활용법 71제,"7배 더 빠르게, 7배 나은 퀄리티로 진짜 현업에 사용해온 일잘러 오대리의 ‘71가지 미친 업무 자동화’ with o3, 소라, 딥리서치, 프로젝트, 고급 음성모드, GPTs",오힘찬,골든래빗,2025년 01월,10%,21600,24000,"1,200원",25836,259,9.6
122598455,127,된다! 7일 실무 한글,"기초부터 스타일, 메일 머지까지!",한정희,이지스퍼블리싱,2023년 10월,10%,16200,18000,900원,4686,46,9.8
116962528,128,세계관을 창조하는 판타지 배색 아이디어 사전,,사쿠라이 테루코/하시 카츠카메 그림/허영은 역,한스미디어,2023년 01월,10%,5625,6250,310원,1140,4,10.0
104661489,129,혼자 공부하는 SQL,1:1 과외하듯 배우는 데이터베이스 자습서,우재남,한빛미디어,2021년 11월,10%,21600,24000,"1,200원",5130,52,9.7
103415627,130,Real MySQL 8.0 (1권),개발자와 DBA를 위한 MySQL 실전 가이드,"백은빈, 이성욱",위키북스,2021년 09월,10%,27000,30000,"1,500원",3360,15,9.9
192731324,131,AWS 교과서,,"서종호, 김원일, 김석필",길벗,2026년 07월,10%,34200,38000,"1,900원",522,1,10.0
192469511,132,주인의 눈,인공지능의 사회사,맛떼오 파스퀴넬리/이광석 해제/김상민 역,동녘,2026년 06월,10%,27000,30000,"1,500원",966,0,0.0
193184189,133,색보정을 시작하는 초보 컬러리스트 유튜버를 위한 다빈치리졸브 색보정,,전수연,디지털북스,2026년 07월,10%,19800,22000,"1,100원",420,0,0.0
192564687,134,테디노트의 LangGraph 에이전트 비법노트,실전 AI 에이전트 개발을 위한 그래프 기반 설계 원리와 구현 패턴,"이경록, 김태한, 임한택, 최재훈, 강민석 외 1명 정보 더 보기/감추기 이경록 김태한 임한택 최재훈 강민석 김성연",리코멘드,2026년 07월,10%,30600,34000,"1,700원",696,0,0.0
192491769,135,윈도우 포렌식 수사,,이승무,(주)박영사,2026년 06월,0%,42000,42000,0원,612,0,0.0
190365713,136,청소년을 위한 바로 써먹는 필수 AI 활용법,"제미나이, 노트북LM, 미드저니, 수노 AI, 클로바더빙",김환,알파에듀,2026년 06월,10%,15120,16800,840원,2577,16,10.0
189287920,137,프로덕트 디자이너로 살아남기,"인공지능의 시대, 디자이너의 일",강영화,이오스튜디오,2026년 05월,10%,17100,19000,950원,1776,0,0.0
187222189,138,하이러닝으로 끝내는 AI 디지털 수업 50제,경기도 현직 교사를 위한 하이러닝 실전 활용 가이드,"유지현, 조윤호, 고윤경, 진연자, 곽지현 외 7명 정보 더 보기/감추기 유지현 조윤호 고윤경 진연자 곽지현 최혜진 최정은 조희정 조연영 이성찬 허윤영 정승연",한빛미디어,2026년 04월,10%,21600,24000,"1,200원",3015,101,10.0
185824258,139,돈이 되네? 수익과 성장이 동시에 터지는 네이버 블로그,"N잡러, 경단녀, 육아맘을 위한 체험단, 애드포스트, 원고료, 브랜드 협업, 제휴마케팅, 쇼핑 커넥트까지 1일 1포스팅 꾸준함으로 완성하는 실전 수익화 비법",정소희,골든래빗,2026년 04월,10%,23220,25800,"1,290원",3180,14,9.9
185166276,140,이게 되네? 오픈클로 미친 활용법 50제,"AI 에이전트, 자동화, 크롤링, 이메일, 캘린더, 카카오톡, PPT, 한글 문서, 옵시디언, 데이터 분석, SNS, 블로그, AI 전화까지 코딩 없이 50가지 업무를 자동화하는 스마트폰 속 나만의 AI 비서 실전 가이드",한준구,골든래빗,2026년 05월,10%,21600,24000,"1,200원",7968,9,9.8
183530330,141,바로바로 바이브 코딩 with 커서 AI,"인공지능, 자동화, 크롤링, 웹페이지, 바로 배우고 바로 써먹는 AI 코딩 입문서",박현규,골든래빗,2026년 04월,10%,27000,30000,"1,500원",3354,11,10.0
181117854,142,된다! AI 상위 노출,"챗GPT, 제미나이, 네이버에 내 콘텐츠가 1순위로 선택된다! 국내 최초 AIEO 실무서",이중대,이지스퍼블리싱,2026년 03월,10%,17100,19000,950원,4380,28,10.0
180508055,143,된다! 조회수 터지는 인스타그램 릴스 만들기,3초 후킹 전략부터 알고리즘의 비밀까지! AI로 빠르게 기획해서 수익화하자!,최지영,이지스퍼블리싱,2026년 03월,10%,18900,21000,"1,050원",3978,74,9.9
179694520,144,맛있는 디자인 피그마 with AI,디자인 시스템을 완성하는 UI/UX 실전 레시피,이영주,한빛미디어,2026년 02월,10%,25200,28000,"1,400원",2400,125,9.9
179619230,145,맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2026,"동영상 편집부터 모션 그래픽, AI 기능까지 제대로 써먹는 그래픽 입문서","심수진, 윤성우, 이수정",한빛미디어,2026년 03월,10%,24300,27000,"1,350원",3591,124,9.9
172517063,146,누구나 아는 나만 모르는 제미나이,"세상에서 가장 쉬운 제미나이 & AI 입문서 | Gemini, 구글 워크스페이스, Gems, 노트북LM, 나노바나나 프로, 구글 AI 스튜디오, Veo 3.1, 믹스보드",이성원,한빛미디어,2026년 01월,10%,17100,19000,950원,13902,44,9.4
154566057,147,요즘 당근 AI 개발,"AI가 만든 파도 위에서 과감히 서핑하는 법. AI 에이전트, 프롬프트 엔지니어링, VoC 자동 분석, 운영자동화, 바이브 코딩 AI 검색과 추천까지 당근의 AI 활용 이야기",당근 팀,골든래빗,2025년 10월,10%,19800,22000,"1,100원",17022,92,9.8
149414736,148,AI 에이전트 생태계,프레임워크와 프로토콜로 여는 새로운 패러다임,조쉬,로드북,2025년 08월,10%,24300,27000,"1,350원",17574,15,9.7
143539772,149,한 권으로 끝내는 아두이노 입문+실전 (종합편),기초부터 수준 높은 프로젝트까지,"서민우, 코코랩스",앤써북,2025년 03월,10%,19800,22000,"1,100원",2802,1,10.0
140242586,150,선생님을 위한 노션,실전기초/수업활용/학생관리/업무관리/업무자동화/노션AI,임세범,앤써북,2025년 01월,10%,19620,21800,"1,090원",11172,18,9.9
135760031,151,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 캔바 Canva,현직 교사 5인이 알려주는 교육용 캔바를 활용한 에듀테크 수업의 모든 것,"김태훈, 김한나, 김예슬, 손민지, 유수근",한빛미디어,2024년 10월,10%,20700,23000,"1,150원",15579,59,9.7
129392318,152,디자인 구구단,"디자인이 필요한 순간, '툭' 튀어나오는 디자인 공식",에이핫,길벗,2024년 08월,10%,18000,20000,"1,000원",6006,77,9.6
125293471,153,오토캐드 40시간 완성,,신동진,피앤피북,2024년 03월,10%,18000,20000,"1,000원",3375,6,10.0
124806989,154,모두의 네트워크 기초,10일만에 배우는 네트워크,서지영,길벗,2024년 01월,10%,21600,24000,"1,200원",2178,14,9.7
124110681,155,CODE,하드웨어와 소프트웨어에 숨어 있는 언어,찰스 펫졸드/김현규 역,인사이트(insight),2023년 12월,10%,31500,35000,350원,3000,9,8.7
108748709,156,코딩 자율학습 HTML + CSS + 자바스크립트,기초부터 반응형 웹까지 초보자를 위한 웹 개발 입문서,김기수,길벗,2022년 04월,10%,24300,27000,"1,350원",5694,196,9.8
99359735,157,소프트웨어 테스트 전문가(CSTS) 가이드,,한국정보통신기술협회(TTA),홍릉,2021년 04월,5%,31350,33000,990원,6696,6,8.0
67350256,158,함께 자라기,애자일로 가는 길,김창준,인사이트(insight),2018년 11월,10%,11700,13000,650원,2676,61,9.3
189857110,159,취미가 돈이 되는 인스타툰,"인스타그램에서 연재하는 웹툰, 브랜딩부터 수익화까지 다 되는 인스타툰 작가 데뷔 성공 공식 with 프로크리에이트",이건용,시프트,2026년 06월,10%,19800,22000,"1,100원",2124,8,10.0
185714339,160,"AI 리터러시 플러스+: 인공지능 기본부터 도구 선택, 조합, 실전 활용까지",AI 나만 못 쓰나? 지금도 Q&A에 멈춰 있는 당신에게,김용성,프리렉,2026년 04월,10%,22500,25000,"1,250원",2955,205,9.6
185269651,161,n8n이 다 해줌,뉴스 요약부터 투자 리포트까지 코드 없이 만드는 AI 자동화 워크플로우,"이인영, 임정",한빛미디어,2026년 04월,10%,25200,28000,"1,400원",2253,113,9.9
192676816,162,처음이야? 파이썬 데이터 모델링&머신러닝,동영상 강의로 배우는 실전 데이터 분석법(핵심노트+오픈채팅+유튜브),"윤영빈, 오환, 이용희",영진닷컴,2026년 07월,10%,22500,25000,"1,250원",402,0,0.0
192139754,163,프롬프트 해부학,"AI 시대, 기술 너머의 나를 발견하는 법",박민지,루비페이퍼,2026년 06월,10%,25200,28000,"1,400원",909,4,10.0
192026072,164,셀프프롬프트,,전행진,퍼블리터,2026년 06월,10%,16650,18500,920원,1071,0,0.0
189753516,165,LLMOps 완벽 가이드,"생성형 AI 도입을 위한 운영 전략, 조직 구조, 도구 활용까지","아비 아리안/박조은, 박주환 역",한빛미디어,2026년 05월,10%,28800,32000,"1,600원",996,5,8.4
189188156,166,Do it! 바이브 코딩 + 안티그래비티,구글 AI+제미나이+나노 바나나+수파베이스+버셀+MCP,조준수,이지스퍼블리싱,2026년 05월,10%,21600,24000,"1,200원",1566,16,9.9
189037004,167,클로드 디자인 시작하기,퇴근은 내가! 야근은 AI가!,조남경,비엘북스,2026년 05월,10%,22500,25000,"1,250원",3570,0,0.0
188823173,168,요즘 예체능 수업을 위한 에듀테크 활용법 223제,"음악·미술·체육 압도적 수업 활용 사례 : 어떻게 활용했고, 어떻게 활용할 수 있는지!",박래혁,앤써북,2026년 05월,10%,20970,23300,230원,1347,29,10.0
188108093,169,맛있는 디자인 포토샵 CC 2026,"나노바나나, 파이어플라이 AI로 쉽게 만들고 포토샵으로 완성하는 디자인 기본서",윤이사라,한빛미디어,2026년 04월,10%,23400,26000,"1,300원",2607,41,9.9
186663875,170,그림으로 배우는 생성형 AI,생성형 AI의 구조와 동작 방식 이해부터 애플리케이션 설계와 에이전트까지,"프리양카 베르가디아, 발리아파 락슈마난/류광 역",한빛미디어,2026년 04월,10%,29700,33000,"1,650원",1434,9,9.6
184675866,171,딸깍! 바이브 코딩 by 안티그래비티,5분 만에 만드는 업무용 웹 애플리케이션! 45가지 속성 레시피,반병현,생능북스,2026년 04월,10%,22500,25000,250원,3612,30,9.8
184310483,172,한 권으로 끝내는 피지컬 AI ROS2 입문+실전(종합편),"ROS2, LIDAR, Camera, ESP32, micro-ROS","서민우, 전현희, 이현아, 박찬호",앤써북,2026년 04월,10%,22950,25500,"1,270원",2439,14,10.0
182958115,173,"된다! 제미나이, 클로드, 챗GPT AI 챗봇 만들기",,"이재윤, 정해준",이지스퍼블리싱,2026년 03월,10%,18900,21000,"1,050원",3948,15,9.5
182628538,174,새나곰의 똥손도 바로 시작하는 인스타툰 그리기 with 클립 스튜디오,인스타툰 채널을 키우고 수익화하는 실전 노하우부터 완성이 빨라지는 클립 스튜디오 활용 꿀팁까지!,새나곰(정은아),한빛미디어,2026년 03월,10%,20700,23000,"1,150원",1896,18,10.0
